t0,t1
-5.4166627,-4.956713
-28.581005,-28.562872
-2.8754663,-3.1195765
-5.6533384,-6.199723
-6.17229,-5.9403734
-8.900233,-10.141199
-12.904496,-12.014227
-4.715952,-4.8565044
-5.5579257,-5.9696765
3.5601,2.8512378
-8.240687,-8.167863
-6.5464997,-6.475695
-1.156249,-2.045077
-14.635248,-17.381775
7.373618,6.9306226
-10.076243,-9.613826
1.0861249,0.3528136
-91.15212,-98.52396
-3.1927466,-3.4669666
-22.21874,-22.126997
-23.027702,-26.559937
-15.518479,-13.087576
-2.8143806,-2.7403526
10.227145,9.244751
5.1753902,4.6389394
-19.503431,-19.54963
-9.903548,-10.617796
-2.3262994,-3.8732274
-8.379096,-9.20754
-20.123463,-19.467155
-37.151066,-37.04016
-21.383528,-20.174128
9.497522,9.258258
4.117433,4.110836
-10.381935,-10.147324
5.141911,4.710609
-1.518127,-1.6127189
-0.71377945,-2.3044364
-34.98814,-34.262352
-17.595781,-16.760366
-4.67608,-4.499638
-5.462942,-5.6492543
-19.902224,-19.759176
-11.256152,-10.793283
-5.961875,-5.5608
-16.436892,-16.396534
-46.198578,-43.590527
-28.79378,-28.805359
-21.501198,-21.9521
-13.080284,-12.958399
-51.503323,-52.626366
-8.691873,-7.993362
-37.313747,-36.754967
-4.317688,-4.109322
-30.269972,-29.481686
-23.126047,-22.894156
-13.238775,-14.242164
-30.333467,-30.54184
-8.187268,-6.7369637
-27.76058,-26.983873
4.463007,3.7621841
-10.428803,-11.0431
-0.6870718,-0.8784846
-3.1830885,-3.8708775
-5.8058634,-5.993226
0.54187065,0.5628051
-14.462246,-14.231526
-11.016959,-11.241422
-7.8772516,-8.051365
-6.8746166,-7.700073
-69.05799,-65.81442
-6.3118215,-6.032014
7.4218287,6.826077
-6.1070046,-5.870733
-31.312323,-30.8246
-13.826985,-13.961191
6.10199,4.785977
2.4604018,1.9937791
-35.38638,-38.687283
-56.401833,-51.993996
-30.100796,-30.2577
-38.89775,-36.855476
1.1157118,1.1726943
-7.7205515,-7.9087644
1.2377753,0.8902125
3.1736143,3.1403816
-187.29826,-186.71239
-35.460323,-35.875797
-14.581487,-14.137335
-9.7899275,-9.398305
24.631165,21.990034
-4.822686,-4.8180685
-6.8468575,-6.6174355
-8.296786,-8.505043
6.2967496,6.7593675
-27.146408,-26.219206
-14.923835,-14.733828
1.2208915,0.8522274
1.2065178,0.7410917
-6.270361,-5.655407
-16.224955,-16.094946
-4.5678945,-4.5829673
-10.227899,-10.874222
8.456212,6.795697
-5.800742,-7.7412868
-0.10182297,0.14314696
4.197367,4.105458
-14.624415,-12.975346
-14.767888,-14.199734
-33.486885,-32.81196
-29.78974,-30.256327
-16.077988,-15.634224
-26.089048,-26.732084
-19.354506,-19.025585
-0.88574433,-0.74657446
-10.265759,-10.362141
-20.466673,-19.638163
-16.003187,-15.473648
-6.439479,-6.529538
-40.890938,-43.822437
-97.64931,-95.888695
-11.158652,-15.038177
-11.174628,-10.943631
-8.235045,-7.896826
-61.59624,-59.402252
-30.284365,-30.11526
6.8946304,5.24628
-124.1828,-119.37364
-21.95688,-22.41435
-1.9088368,-1.7697017
-2.3223598,-2.3238652
-16.86355,-18.79831
-8.302097,-8.077396
-14.80942,-14.565668
-1.0748162,-1.5252656
-36.097042,-36.568703
-12.069038,-11.739756
-18.141085,-20.995111
-76.84053,-77.48044
-21.261343,-21.509249
-10.563436,-9.873096
-23.656713,-23.125689
-14.500426,-14.278891
-21.65035,-20.408949
-14.957305,-14.156051
-3.15783,-3.212729
-23.254652,-23.936478
-30.913836,-32.162785
-11.362661,-12.276548
-30.026335,-29.37149
-52.025475,-49.758835
-10.381987,-9.60113
-3.383839,-3.5180626
-12.39382,-12.512543
1.2910588,0.015085011
-20.124098,-20.000998
-37.56798,-36.26699
-19.643785,-18.867565
-16.998386,-17.7596
-13.2249365,-12.983665
-0.33763486,-0.8681704
-11.253747,-11.659701
-19.403273,-19.251688
-1.2358152,-1.5144584
-32.815407,-32.94904
-2.768572,-3.3233118
12.22701,10.759798
-1.2526538,-1.562248
-15.540755,-15.662628
-10.131915,-10.685458
-82.86469,-77.2228
-15.110478,-14.325871
-0.2944898,-0.29382843
-4.690267,-4.6662445
-2.8654294,-3.656868
-29.367027,-28.789036
-32.976654,-32.55046
28.452223,24.666382
-31.648573,-33.24642
-41.90158,-44.071445
4.8375964,4.376797
0.93867695,0.6982636
7.2821903,6.560802
-41.143307,-43.57939
-15.488737,-15.331713
-7.1479883,-7.399773
2.422526,2.2352643
-13.7059355,-14.077908
-17.642195,-15.7531395
-18.491379,-17.509855
-14.729276,-14.2598
-21.302404,-20.302933
-8.1418495,-7.897127
-6.9299574,-10.9615555
-7.4424486,-8.556001
-44.656254,-42.404224
-11.8400135,-11.7249775
-7.7994404,-7.3978724
-217.94348,-224.34297
-17.442192,-17.2211
-2.8839085,-2.8851354
-20.74181,-22.250328
-11.615062,-11.589554
-10.053252,-9.572845
-12.992036,-13.014824
-20.653856,-20.390749
-8.268109,-8.666216
-11.258422,-11.036523
-15.260208,-14.802738
-8.3403425,-8.604969
-2.7799776,-3.2957602
-24.912695,-25.020529
-10.086028,-9.655911
-10.458076,-9.29043
2.2296112,1.8136107
-3.0573602,-2.8407264
9.447332,7.846193
-17.788605,-18.369541
-13.250317,-13.105846
-86.21218,-83.84097
-1.7185953,-1.5896932
4.693815,3.594967
-6.022335,-6.4189916
-10.756919,-9.996586
-3.4223943,-3.5335767
-11.475907,-11.439661
-10.222832,-9.563345
-7.5528936,-6.9855294
-23.71702,-22.604677
-4.5271964,-5.0230594
5.304076,4.7768455
-1.2879133,-1.7435483
-4.8939238,-4.364595
-35.65182,-36.67129
-6.59639,-6.825356
-19.602741,-19.230883
-16.23105,-15.95598
-7.6952906,-7.758389
-20.92229,-20.27836
-10.436101,-9.9216795
2.560766,2.550854
-8.474328,-8.830891
-10.03403,-9.871131
-20.541838,-20.10113
-25.790812,-24.501781
-23.456934,-23.326723
-25.504988,-24.780012
-11.412226,-11.150132
10.386962,9.155405
-20.312916,-19.870016
-26.828623,-27.514696
-22.142042,-25.710356
-30.771162,-28.978567
-18.406,-17.85272
-3.8302372,-3.3331501
-5.7623143,-5.787692
-14.345753,-14.456367
-10.694756,-10.911479
-70.393456,-65.71273
-8.500726,-8.300544
-12.38948,-12.254253
-21.372469,-21.072138
-37.330685,-37.62566
-1.4720955,-1.9198183
-8.27407,-8.512543
0.33015412,0.50744206
-95.0695,-91.45895
-5.731473,-5.635392
-9.212886,-8.875549
-30.154541,-29.010618
-46.10262,-46.812027
-82.66481,-81.073875
-37.31827,-38.73478
-16.118065,-15.869982
-29.826677,-30.190996
-16.75192,-17.639349
-9.305186,-9.383888
9.198218,9.322166
-60.679405,-56.845787
-18.924303,-19.248516
-20.521372,-20.61574
-6.8559866,-7.1738486
6.536717,5.5448575
3.2739933,2.481094
-11.443441,-11.187273
6.019643,5.61473
-147.67502,-141.49344
-27.479755,-27.663656
-28.31296,-28.238688
-8.397723,-9.091595
13.40033,12.274845
-13.1969595,-13.156336
-10.816861,-10.794722
-7.4388676,-6.7457657
-10.87403,-10.310469
-4.927218,-4.9236073
-37.429913,-35.748474
-30.717115,-30.556898
-2.1451995,-1.959592
2.7541473,2.2060046
-7.702609,-7.148564
-3.3619993,-3.1131244
-10.606319,-10.116057
3.0890744,2.9235103
-3.521889,-3.662066
5.494653,4.9395213
-0.8475292,-1.1931924
-14.697121,-14.8614
13.038924,11.895365
-2.6659272,-2.7926478
-29.528688,-28.988731
-1.6601495,-2.0860462
-14.068357,-14.64728
-9.585406,-9.566934
-31.127394,-30.712921
-19.442356,-19.165358
-28.901686,-28.990067
2.407387,2.2253242
-39.847412,-43.09382
-23.589384,-23.212631
-55.919155,-71.48193
-8.5689125,-10.582588
-12.255235,-19.812788
-12.576297,-12.8679695
-57.529755,-57.511055
-2.109209,-2.4543934
-32.839542,-30.933731
-45.720325,-43.55677
-4.0443077,-3.832419
-20.571112,-19.817717
-6.953516,-7.5299864
-15.176799,-16.660032
-1.9039198,-1.768175
2.4982626,1.8271669
-42.47686,-40.799404
-17.209402,-16.970728
-24.024887,-23.997822
-4.1622725,-4.2278852
-34.410915,-33.381935
-4.212314,-4.594474
-11.047995,-11.213827
9.527324,8.577423
-2.4039354,-2.5047946
-11.933821,-15.243405
-8.576193,-8.803642
8.280096,8.340829
10.891583,9.9769125
-19.313581,-19.1038
-7.3844247,-7.2550945
-16.815817,-16.33291
-6.674824,-6.99719
-90.518814,-87.04379
-10.9239235,-10.98452
-76.850624,-71.99715
-74.56285,-74.179886
-26.537779,-26.382236
7.7012267,7.262499
-6.766358,-6.1648207
-27.80308,-26.94987
-11.969888,-11.551533
-21.447296,-22.720304
-21.108335,-20.405922
-6.4059935,-6.2972636
-19.45757,-19.365288
-13.249625,-12.624333
-15.2405615,-17.309397
-20.434004,-20.680845
-6.729882,-6.464585
-22.486362,-22.131405
-12.967873,-12.809115
-10.930762,-10.599615
-8.385354,-9.1394825
-15.263373,-14.511785
-16.625744,-16.132193
-15.978058,-18.058561
-5.386334,-4.993603
-17.702156,-16.39679
-4.3373404,-4.232673
-8.280736,-8.126669
-86.2426,-82.9043
-14.694901,-14.128934
-3.1974065,-4.084641
-6.0183372,-5.959104
-19.986311,-19.645994
-3.287799,-4.607408
-35.480976,-34.93177
-7.8107843,-7.5197616
-31.771263,-30.640385
9.806275,9.838608
-33.099415,-33.112656
-8.3814945,-7.9090295
-51.016514,-51.361404
-5.558832,-5.3731647
11.837876,9.248126
-50.044636,-63.96498
-4.5097075,-4.3978724
-4.4084754,-4.2869563
-20.79753,-20.461378
-9.955182,-9.342198
-18.16305,-18.545527
-43.79855,-43.143814
-5.164729,-5.0375657
-53.61124,-55.85781
-23.742037,-22.855932
-9.763546,-9.4120035
-0.09431654,-0.29660788
7.101905,6.5397787
-33.994076,-35.60489
-11.055649,-10.096014
0.46825147,0.36577338
-0.9409198,-0.6690576
-85.69977,-91.31153
-13.998563,-13.145043
-16.103247,-15.384779
0.0035956614,0.004547718
-7.834803,-7.660668
-26.776379,-26.364338
-2.1970341,-2.0046182
-7.714286,-7.621551
-8.01743,-7.3436065
-21.337812,-21.010763
-24.547773,-25.245537
-4.7781916,-4.524954
3.099076,1.601847
-59.397434,-56.171494
-4.933354,-4.928598
-20.27292,-18.94419
4.602382,4.520129
-44.553864,-43.444
-5.233423,-4.971291
-8.784602,-7.7702785
3.7740235,3.5123177
-41.491177,-39.98574
-4.4482794,-4.085526
-16.43648,-15.996297
-3.684738,-5.5559516
-15.911437,-15.58644
-3.7795258,-3.853594
8.237675,6.5139055
-107.59105,-102.99288
-10.867509,-10.367305
-8.540765,-9.1827345
-17.36093,-21.939344
-22.855894,-22.728382
-49.179806,-48.103035
-4.5259943,-4.799484
-13.121272,-12.388157
-34.26039,-33.017838
-24.728067,-24.091898
-12.703259,-13.025738
-5.0693502,-6.1778607
-17.771162,-17.414915
-25.536884,-26.635025
-18.026613,-26.975502
-1.261623,-1.0443419
-7.7653694,-7.4773984
1.8733053,1.5229152
-12.461356,-12.369729
-5.134143,-6.395888
-47.634995,-50.016907
-7.882554,-8.213011
15.8225355,15.205681
9.463137,8.652718
-33.193356,-30.829863
-28.745737,-27.838219
-14.447816,-14.102949
-11.452491,-10.881628
-7.5531826,-7.1010075
-8.118093,-7.4437594
9.545259,8.174501
1.7761037,1.5995277
-8.43924,-8.055487
6.3456316,4.926241
-28.266571,-29.234892
7.51877,6.0575557
-34.60693,-34.68386
3.800288,3.1473463
-27.297419,-27.17253
-12.378954,-12.453006
-19.019827,-20.384153
-9.53605,-9.409649
-17.250805,-16.975855
-20.150366,-19.23488
4.234893,4.325764
-6.264636,-6.176558
-49.43883,-49.567318
-9.881291,-9.738117
-45.672344,-42.960426
-93.6601,-89.89717
-23.057652,-21.44153
-47.582043,-44.5679
-0.14434591,-0.74466527
-48.39141,-46.49552
2.0359848,1.8554882
-3.170163,-3.0301576
-12.104471,-11.771744
-4.8765225,-4.871954
-5.6079216,-5.524608
6.959389,4.3444867
-8.129199,-7.7876124
-1.1951132,-1.147496
-15.744153,-14.645875
-12.270844,-12.143488
17.182007,15.080752
-32.607418,-31.804045
-20.064497,-19.593569
-6.3220015,-5.9172106
-16.674002,-16.535662
4.388667,4.417341
-8.487781,-10.45692
-14.097475,-13.783505
-18.573715,-17.686369
-29.902864,-29.619604
-27.293299,-31.975601
-14.930849,-14.8016615
-12.119604,-12.277592
-5.5172567,-5.0480328
-34.217148,-31.000748
-8.472129,-11.085539
-8.822165,-9.456005
-14.491485,-14.526497
13.658508,12.828211
-20.010029,-20.47174
-27.767305,-27.78434
-0.32420167,-0.9212428
-27.874327,-25.9246
-4.56904,-4.4846597
-0.11760032,-0.045773588
-19.271008,-19.259632
-50.647102,-47.89541
-1.9701605,-2.1216989
4.0380874,2.9774766
-25.30419,-25.496367
-13.731599,-12.216474
-11.603293,-11.778324
-8.74768,-8.540791
-4.099691,-5.1229377
-11.914921,-11.782942
1.1222644,0.23842373
4.3943524,3.9343219
6.9111967,6.0736527
-27.508913,-32.49539
-8.46087,-8.275642
-35.721504,-36.24153
-2.1517935,-2.5112014
-31.28591,-33.5976
-17.475075,-18.128094
3.9900877,2.7483935
-11.3968935,-10.9865885
-0.75161695,-1.1005805
-32.13928,-31.487043
-0.5208396,-1.0743613
-26.271418,-25.398855
-15.360654,-16.240099
-19.108725,-18.849064
-9.617314,-9.077629
0.992296,0.8119662
-4.4987774,-4.11982
12.012853,11.140846
12.065009,9.700012
-14.442502,-14.352575
-29.432486,-28.062067
-26.112104,-24.955606
-25.362028,-26.397608
5.251135,4.7226243
18.424059,17.071896
-35.38451,-41.806595
-4.2578487,-3.9991755
-9.137313,-8.45554
-22.706816,-22.931368
-6.368661,-6.020069
-6.479682,-7.379917
-68.06369,-65.08612
0.40258452,0.533738
-2.3888404,-2.9096537
0.12465596,-0.38499713
-10.599074,-9.953964
-17.563217,-16.803587
-3.565899,-4.6237755
-22.640478,-21.990707
-25.225115,-22.883825
-19.437557,-19.446394
-5.46709,-5.784263
7.5523944,7.532313
-5.7776365,-5.4264646
-5.243224,-5.128574
-2.9717095,-2.5852575
-6.842372,-11.057106
-40.779507,-40.73592
-25.842663,-34.82805
-19.842577,-19.18316
15.059914,13.903068
8.419422,7.1193037
-45.754456,-43.539154
-25.441744,-25.087835
-0.8119847,-1.0794694
-6.0933094,-6.1292224
-12.789009,-12.751775
-20.467981,-19.993923
2.5096478,2.1570005
-12.101649,-12.031176
-1.5471247,-2.236148
-14.800626,-15.139836
-47.539444,-53.96528
-18.394999,-18.954058
-14.775098,-14.019542
-8.928933,-8.188465
10.056754,9.781932
-20.12832,-19.000738
-146.11026,-139.21011
6.220644,5.172771
-2.6365392,-2.617477
5.908732,5.453232
-20.958881,-24.663597
-10.100951,-9.469574
-9.72241,-9.810232
-25.423521,-24.901772
-7.6298943,-7.323398
-8.773398,-8.989494
-36.16668,-35.870975
-7.0440826,-8.305694
-8.382646,-8.831455
-14.687612,-13.664063
-4.488492,-4.4177184
1.625442,0.66134125
2.7646577,2.7321732
-4.4064207,-4.3524413
-217.91255,-205.55617
-6.379175,-6.842356
-14.2173815,-13.408703
-29.923956,-29.776419
6.2117777,6.125073
-8.827809,-8.364672
-10.534827,-9.971919
-22.888802,-22.965431
-15.223928,-14.9097
-18.402,-19.827402
-6.192816,-5.758442
-13.022147,-12.282401
-5.4858465,-5.8750854
-12.073732,-12.139062
-26.52884,-25.357897
-27.189884,-26.134527
2.3668327,2.5026765
-5.570072,-5.984614
-7.5529776,-6.7974815
6.330777,6.3493485
-37.399796,-34.15995
-2.8067296,-2.8875525
-11.389852,-14.884556
-27.354546,-27.853182
-23.960613,-22.826635
-28.004753,-29.25767
-11.819671,-11.202801
-26.581205,-26.130026
15.242599,12.918793
14.168195,12.742655
-14.382857,-14.73765
-8.210076,-8.036005
-39.668972,-44.83413
-7.4891744,-7.508612
4.226305,3.444737
7.1069613,6.967543
-18.340694,-18.128551
-28.587652,-29.381844
-11.812388,-12.633744
-19.195108,-19.237406
-17.932667,-17.198189
-7.596593,-7.499596
10.521912,8.219447
-12.856195,-12.980973
-15.567125,-15.915418
-25.502466,-24.406225
-68.269844,-65.53444
-0.048465338,-0.5327309
-6.751726,-6.994825
-15.743197,-15.737388
6.901552,6.6335497
-26.181732,-26.466482
-7.592559,-7.484405
-7.3182993,-6.8172903
-18.134846,-18.152334
-21.085606,-21.311352
-17.346231,-16.58452
-33.229916,-34.091827
-19.073019,-18.494402
-9.808355,-9.029873
-29.117977,-27.535976
-25.435999,-25.104696
3.0316556,2.6347911
-17.90611,-17.758572
4.5711155,4.470525
-31.287636,-30.191654
-5.143963,-4.8030305
-48.25804,-48.256275
-21.779175,-22.417883
-46.634365,-46.84008
-7.4833536,-8.088112
-26.555136,-26.686895
-27.09891,-26.273228
-14.21658,-14.039189
-25.840853,-25.654943
-18.63449,-19.309036
2.4841955,2.3620362
-14.422658,-13.888079
-13.151259,-12.9343195
-13.141425,-13.392321
-24.604422,-25.61455
-6.034207,-6.0172334
-23.465513,-22.880323
-8.37901,-8.309862
12.759009,11.588452
-33.37745,-35.141716
2.926573,2.8409343
-19.341707,-19.176529
-27.564001,-27.14345
-42.685513,-40.305588
-2.219038,-1.9213153
-27.07436,-28.91237
5.583542,4.7859364
-9.939502,-10.415901
-19.778967,-22.339853
1.5238996,1.6051384
-6.181609,-5.8779564
-2.8235447,-2.5455666
-4.4021196,-4.4007344
2.0281503,1.8440464
-43.589878,-43.836304
2.8322542,2.5561085
-51.804527,-49.70716
-6.220255,-7.3287425
-12.512662,-11.8993225
-19.65032,-21.540869
2.7307527,2.410174
-48.9009,-50.824497
-4.5454407,-4.242118
-47.669407,-47.458736
-16.74413,-16.458138
-18.638195,-18.71368
-14.607473,-14.202318
-8.221816,-8.366516
-8.198185,-8.199754
-37.63347,-36.64115
-2.4885976,-2.410511
-50.182266,-47.131634
-6.6487565,-6.919473
-30.382978,-29.549816
-165.08609,-156.22256
-37.314114,-33.948723
-8.725196,-8.275681
-20.613323,-19.56359
-12.09801,-12.85316
-30.149971,-29.749357
-52.42295,-53.09452
0.6312491,0.5357371
-11.369367,-11.310235
7.0484424,6.311738
-16.900196,-16.470095
-33.59329,-31.780018
-18.344103,-17.651361
-5.7427864,-5.6614585
-9.42781,-9.694341
-12.456707,-11.580613
3.180667,2.5344121
-2.3308446,-2.0014937
-235.22882,-251.7056
-15.424197,-15.270075
-30.71689,-31.317957
-0.96760845,-1.0927858
-8.6150465,-8.883863
3.4341652,3.1412647
-9.321702,-9.957247
-3.0185592,-2.413231
-79.24397,-75.500786
-0.59619665,-1.1719037
-31.004107,-30.447828
7.1345186,6.799358
-34.289852,-34.190083
-19.399414,-29.998384
-45.106808,-43.077663
-5.896041,-5.8656096
-4.64716,-4.6356983
3.2119062,3.225271
-11.196158,-11.534447
-3.100631,-3.817907
-11.547129,-11.372787
-14.932906,-14.770329
-11.795116,-11.754448
-13.662686,-12.463968
-25.532654,-24.36183
-9.862083,-9.637978
-25.364372,-23.357485
6.24146,5.4923205
5.599889,5.1910243
-19.011314,-18.658428
-25.275675,-25.762045
-20.886993,-20.212353
-8.326448,-8.15515
-7.058015,-6.6195693
6.038803,5.913775
-52.90461,-49.32351
-10.640703,-10.63219
-2.4571903,-2.4893425
-7.5043454,-7.717086
-3.251702,-3.1887593
-22.092924,-21.560877
-6.5353765,-6.4145484
-88.94741,-83.9601
-16.034681,-16.360651
2.137668,1.7599245
-0.9281996,-1.0292624
-27.246492,-25.238504
-22.199102,-24.01843
7.3978686,6.6265535
-16.614096,-16.087881
-12.624014,-13.838823
-20.614853,-21.264624
-8.371898,-9.330984
-36.827114,-37.3681
0.2801162,0.1444894
-5.926855,-5.6677375
-11.674601,-11.437941
2.4359665,1.9683306
-14.321912,-13.869517
-78.16629,-76.43174
4.855405,4.575067
-8.727284,-8.821088
-11.720014,-10.914587
-15.894034,-15.536355
-11.64415,-11.4356165
-49.001987,-44.348026
-8.60628,-9.018293
0.7771453,0.94559646
-31.514225,-29.30762
-6.466785,-6.2486253
6.817026,6.212316
-8.211251,-8.3177185
-53.18064,-51.036583
-36.104427,-36.071518
-1.375043,-1.2578983
-2.59051,-4.9140825
-64.2733,-59.8033
-11.528203,-10.767321
-0.3583823,-0.12863412
-14.237676,-13.481564
-12.874614,-12.484434
2.2022798,-0.26541966
-45.268932,-45.932426
-7.5568075,-7.77988
2.4699683,1.8794817
5.5658145,5.0567575
-8.265533,-8.9259405
0.33052972,-0.31187835
-3.1400168,-3.257869
-30.726778,-30.782589
25.499279,18.70562
-5.5007315,-5.3911448
5.8638697,5.8178725
-4.6663766,-4.639601
-15.202426,-14.561012
-46.78397,-48.638218
-1.1866082,-1.1592356
-19.399008,-18.545034
-1.7978547,-1.8284692
-13.96355,-13.8880825
5.279539,4.917646
0.11776003,0.3763025
-3.5274353,-3.5560832
-184.9177,-179.12129
-113.07159,-107.90148
20.432909,18.616592
-4.821717,-4.2890196
6.792668,6.450343
-9.291129,-10.422931
4.484461,4.2589717
-17.600084,-17.412981
-34.27795,-34.475998
-20.280703,-20.648008
-17.936623,-19.41992
-2.8759916,-2.7251675
-9.967853,-9.64394
-8.454582,-8.037989
-23.673561,-22.287504
-19.899395,-19.444725
-65.50281,-63.97633
-27.611162,-25.953257
1.400053,1.3172508
-17.802324,-18.301811
-14.830307,-14.567868
-15.191834,-14.501804
2.5751188,2.6666727
3.5253718,2.926858
0.9020075,0.64077324
-18.793257,-24.278727
-22.111364,-21.607534
-6.597135,-7.514148
-10.994443,-11.086081
-21.064547,-19.865509
4.6612315,4.023546
-13.788917,-13.80394
-42.856415,-42.614105
-13.455482,-13.619425
-16.142078,-18.413342
-32.43324,-30.25897
-9.538161,-9.421623
-9.265257,-8.994558
-22.00611,-21.873346
-35.50989,-35.097435
-36.421185,-34.89579
-15.912017,-16.160578
0.38908222,0.1406286
-1.3284926,-1.7733874
-11.21572,-11.043619
-0.46975556,-0.6142756
-1.6848316,-1.8574691
-5.8051834,-5.8563776
-15.722079,-15.41295
-7.6463375,-7.405905
-1.3870689,-1.6641067
-17.612864,-18.888313
-14.685483,-14.507926
-22.26593,-22.414728
7.154744,6.0740924
-2.0852144,-1.7219414
-10.34196,-9.580794
-24.94607,-25.430956
-49.24772,-52.05418
-18.982595,-23.016665
-23.939548,-22.727564
-10.544035,-10.482295
-26.85172,-30.882257
4.60596,4.112253
-4.4390373,-4.717803
0.18722838,-0.1143755
-12.815053,-12.841582
-1.122406,-1.0082397
-18.549025,-19.236462
-19.703085,-19.307299
-12.99396,-12.910926
6.3182306,6.0567565
-10.678409,-10.491413
-2.3932278,-4.5660195
-14.746428,-14.213082
-22.925186,-21.59273
-15.204533,-17.132835
-5.260836,-5.3086348
9.373179,8.8683605
-4.010604,-3.7793565
-21.958527,-21.110657
-10.483174,-10.364927
-8.283559,-7.687424
-12.936763,-14.583889
-33.12663,-34.588867
-46.724724,-46.16528
-41.501198,-40.730198
-6.1210237,-5.9168754
-9.564256,-9.605613
-21.013046,-21.823187
15.139404,13.808957
-0.74149096,-0.72217834
-27.01837,-27.351086
